,gmap_id,name,address,latitude,longitude,category,avg_rating,num_of_reviews,state,relative_results,Service options,clasificacion,address_depurada,city,county
864891,0x80c29ebd9c08f17b:0x75132c476c15186b,Denj Restaurant,"Denj Restaurant, 20002 Ventura Blvd, Woodland Hills, CA 91364",34.1716267,-118.5687176,"Restaurant, Takeout Restaurant, Persian restaurant, Sandwich shop",4.2,112,Closed ⋅ Opens 11AM,"0x80c29940b1bd0af5:0xa77dac85d9bcff1b, 0x80c299474056bb87:0xfb89276ddb40fef6, 0x80c29947e201c5b1:0x24d10a6c7a85927f, 0x80c2991540a3e989:0xed4d92d43e908010, 0x80c29ebc2b42d041:0xc0fc3cc8f5f2832f","Delivery, Takeout, Dine-in",Dining Venue,20002 Ventura Blvd,Woodland Hills,Los Angeles
865552,0x80d954980f573a9f:0x76cf41359afbb167,WorldBeat Cafe,"WorldBeat Cafe, 2100 Park Blvd, San Diego, CA 92101",32.7272201,-117.1495564,Cafe,4.6,37,Closed ⋅ Opens 11AM,"0x80d954c78cb73f01:0xacde684604c56512, 0x80d954967f4c399b:0xb93a5abdb01e5579, 0x80d9549649c40119:0x1316387d582b247f, 0x80d954c78b96ebf1:0xc8385025627a0b9, 0x80dc01e571f15555:0xb59dcad68ffc8a59","Outdoor seating, Delivery, Takeout, Dine-in",Café & Coffee,2100 Park Blvd,San Diego,San Diego
865621,0x80ec5f7fa2b124f9:0x8aedd2deaee75883,Sidewalk Café,"Sidewalk Café, 130 W Branch St ste a, Arroyo Grande, CA 93420",35.1230732,-120.5803197,Restaurant,4.6,65,Closed ⋅ Opens 8AM,"0x80ec5e88d4f3714b:0x5eaf4bc2ab0557f9, 0x80ec5e86053782f7:0xf7b40c4e8f9fb83f, 0x80ec5f4ef5eea9a5:0x938335f6d5d82c28, 0x80ec5e88deb10333:0xccbdd8c444332792, 0x80ec5e88d8040e71:0x1f884c9beccaad42","Outdoor seating, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,130 W Branch St ste a,Arroyo Grande,San Luis Obispo
866328,0x80c2c902ce801177:0x79a63512f42a4781,RESTAURANT PALOS Comida Mexicana,"RESTAURANT PALOS Comida Mexicana, 8419 State St, South Gate, CA 90280",33.9601389,-118.2116178,Restaurant,4.8,58,Closed ⋅ Opens 10AM,"0x80c2cf0bd2f4bd91:0x89199cde368aa5fa, 0x80c2c9569fcf2f3f:0x55d7172c9d8ff681, 0x80c2cbffffc6d5b3:0x1d1fb94fa5074ca7, 0x80c2cc08d22404bf:0x706f323f3d7d3ac1","Takeout, Dine-in, Delivery",Dining Venue,8419 State St,South Gate,Los Angeles
867658,0x80c2b5641faffbb5:0x3d11e33453aaa151,Shin-Sen-Gumi Shabu-Shabu,"Shin-Sen-Gumi Shabu-Shabu, 1695 Artesia Blvd, Gardena, CA 90248",33.873354,-118.306589,"Japanese restaurant, Hot pot restaurant, Sukiyaki and Shabu Shabu restaurant",4.6,238,Closed ⋅ Opens 5PM,"0x80dd4aa495bbb1ef:0xf2612859abf28e7e, 0x80dd4b53b8ee3791:0x4b1444184d0efc18, 0x80c2b8a31aebd4df:0x487a6fce7573935b, 0x80c2b5616ed82069:0x4ac1cddafa0c1239","Dine-in, Delivery, Takeout",Dining Venue,1695 Artesia Blvd,Gardena,Los Angeles
867840,0x808e332f7870048b:0x978bd57a90c37ef8,JINYA Ramen Bar - San Jose,"JINYA Ramen Bar - San Jose, 925 Blossom Hill Rd Suite 1637, San Jose, CA 95123",37.2511499,-121.8627678,"Restaurant, Asian restaurant, Japanese restaurant, Ramen restaurant",4.1,88,Closed ⋅ Opens 11AM,"0x808fcc84ef10e251:0x5d09f70e188c20b7, 0x808fcc5b569fc8b3:0x73e359744df51c93, 0x808fcdfb78124e2d:0xf36058562add65d3","Delivery, Takeout, Dine-in",Dining Venue,925 Blossom Hill Rd Suite 1637,San Jose,Santa Clara
868481,0x809b1fedd407e7b7:0xcf3c6c82f03cfd18,Vons Chicken Roseville,"Vons Chicken Roseville, 1906 Taylor Rd #100, Roseville, CA 95661",38.7632054,-121.2553954,"Korean restaurant, Chicken wings restaurant",4.3,58,Closed ⋅ Opens 11AM,Sin resultados vinculados,"Delivery, Takeout, Dine-in",Dining Venue,1906 Taylor Rd #100,Roseville,Placer
868832,0x808437f86723ba83:0xf32d03d655558620,Cristina Pasteles Bakery,"Cristina Pasteles Bakery, 320 3rd St E, Santa Rosa, CA 95401",38.4335179,-122.7269619,Bakery,4.0,38,Closed ⋅ Opens 10AM,"0x8084374c4008b915:0xe8e83c12c513978f, 0x80844803dce8ccc1:0x35ffbb47e219273b, 0x8084388b6b1e2bcd:0xbe39358c55c783f7, 0x80843a0afeae57d3:0xe18b3c3317a48c95, 0x808438783c90cde5:0xac1025acd2207832","In-store shopping, Takeout, Delivery, Dine-in",Bakery Shop,320 3rd St E,Santa Rosa,Sonoma
869357,0x80dd4b21452331cb:0x67bd1a580a06a8c1,Pazzo Pizzeria,"Pazzo Pizzeria, 22825 Hawthorne Blvd, Torrance, CA 90505",33.819858,-118.352108,"Pizza restaurant, Italian restaurant, Delivery Restaurant, Pasta shop, Pizza delivery, Sandwich shop",4.5,58,Closed ⋅ Opens 10AM,"0x80dd4aeac28d4ba1:0x187f38c6e98f9575, 0x80c2b4e956daf25f:0xae788bd57bd15b78, 0x80dd4b1b115120a5:0x7ca7324d62e1f57a, 0x80dd4af3c3dd7023:0xa2fc8d14e82ecaeb, 0x80dd4aeac2226e79:0x254243e09f0b800","Curbside pickup, No-contact delivery, Delivery, Takeout",Dining Venue,22825 Hawthorne Blvd,Torrance,Los Angeles
869753,0x80c2ce273a27921d:0x1523de0a243c8c40,P&J Deli Market,"P&J Deli Market, 570 S Greenwood Ave, Montebello, CA 90640",34.0035205,-118.1140935,Restaurant,4.8,18,Closed ⋅ Opens 9AM,"0x80c2d1d7d18c2017:0x1174f5008ab62563, 0x80c2d1d753e40c87:0x5ec6149a511d2682, 0x80c2cfb847d62f2f:0x8ccbd80494faa551, 0x80c2cfd53b161e39:0xb45f740bee2d0e87, 0x80c2cfc17fd18c23:0xa2daab2d7f8e8434","Takeout, Dine-in, Delivery",Dining Venue,570 S Greenwood Ave,Montebello,Los Angeles
870629,0x808f7dbbb94b8ecd:0xee135111f478cc3a,Jamba Stonestown Galleria,"Jamba Stonestown Galleria, 3251 20th Ave Space 169, San Francisco, CA 94132",37.72732,-122.47699,"Juice shop, Restaurant",4.0,18,Closed ⋅ Opens 11AM,"0x808f7e19943b57b9:0x3b7294987161a717, 0x808f7dd92050e639:0x6525323cd06a0f17","No-contact delivery, Delivery, Takeout",Dining Venue,3251 20th Ave Space 169,San Francisco,San Francisco
873120,0x80d954236a8f1585:0x20117a7a79a14cc9,Larisa's Mexican Bakery,"Larisa's Mexican Bakery, 4863 El Cajon Blvd, San Diego, CA 92115",32.7561967,-117.0896463,Bakery,4.0,28,Closed ⋅ Opens 6AM Fri,"0x80d954431dd63ba3:0x6ae1de92313177ac, 0x80d9516ee0fb634d:0x44b5366732542e48, 0x80d953e9acf19469:0x8ea140ab9b418c3b, 0x80d9541585cecb17:0x4feb1e7e63521169, 0x80d95423ebbaa857:0xb6f15c12dea1f5fc","In-store shopping, Takeout, Delivery",Bakery Shop,4863 El Cajon Blvd,San Diego,San Diego
873210,0x80dc03e5fdc4144f:0x74f095232a19192e,Smallgoods Cheese Shop & Cafe,"Smallgoods Cheese Shop & Cafe, 7524 La Jolla Blvd, La Jolla, CA 92037",32.8396007,-117.2789221,"Cheese shop, Cafe, Caterer, Charcuterie, Coffee shop, Dairy store, Deli, Gourmet grocery store, Lunch restaurant, Restaurant",4.8,68,Closed ⋅ Opens 8:30AM Fri,"0x80dc0151fb602433:0xb44e42ec8dfaa9a8, 0x80d954d464e6125f:0x1c138dc857fb6dd2","Curbside pickup, Delivery, In-store pickup, In-store shopping",Dining Venue,7524 La Jolla Blvd,La Jolla,San Diego
874093,0x808f91c2751e9123:0x8707e4b242cc8c94,Urban Ka-Re House,"Urban Ka-Re House, 699 Lewelling Blvd #104, San Leandro, CA 94579",37.687943,-122.1380755,Japanese restaurant,4.8,38,Open ⋅ Closes 9PM,Sin resultados vinculados,"No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,699 Lewelling Blvd #104,San Leandro,Alameda
878167,0x80ec6d5a9a1c4a01:0x90162d09efdf01c4,Baan Thai,"Baan Thai, 2530 S Broadway Suite H, Santa Maria, CA 93454",34.9141487,-120.4353432,Restaurant,4.3,58,Closed ⋅ Opens 11AM Thu,"0x80ec6b587a33952d:0x52c40935510e5698, 0x80ec6b58f49087f3:0x207ece780bc73de9, 0x80ec6b560132d85d:0x65f0d8ef3103c86e, 0x80ec6c7d87590481:0xebcf1f6385e324ec, 0x80ec6b8035b11d7d:0x86038e1929e89466","Curbside pickup, Delivery, Takeout, Dine-in",Dining Venue,2530 S Broadway Suite H,Santa Maria,Santa Barbara
878207,0x80dbf5e8239f4801:0x2614d1ff22ea9e78,Pho Time,"Pho Time, 1252 E Mission Rd, San Marcos, CA 92069",33.1372362,-117.13051,Restaurant,4.7,38,Closed ⋅ Opens 10AM Thu,"0x80dbf55310aec837:0x57f446d07638b5ee, 0x80dc753ac6c32ed1:0x9205aede61d44d3e, 0x80dbf52b734371e9:0x5fc4233ec89e5594, 0x80dc7514f7270c79:0x475a0d75f0226f94, 0x80dbf4bd4f77208b:0x17e7a9c80d648a65","Delivery, Takeout, Dine-in",Dining Venue,1252 E Mission Rd,San Marcos,San Diego
880112,0x80dc756c8a92281d:0x335d36a472be491a,Sinbad Restaurant And Lounge,"Sinbad Restaurant And Lounge, 1551 W Mission Rd Suite B,C, San Marcos, CA 92069",33.1511816,-117.194345,"Restaurant, Bar, Dance club, Event venue, Greek restaurant, Lebanese restaurant, Live music venue, Middle Eastern restaurant, Sports bar, Wedding venue",4.6,28,Open ⋅ Closes 10PM,"0x80dc754fa1ebc537:0x3d9af61ac3f070cd, 0x80dbf4d6b4dd216b:0x734bd1a60c5edf25, 0x80dc74dc80a36cfd:0x7e5dfa22153cde0e, 0x80db8aafce20ad3f:0xb1c81efc98e4a213","Outdoor seating, Curbside pickup, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,"1551 W Mission Rd Suite B,C",San Marcos,San Diego
880653,0x80dcd5ec7265846b:0x563cac431a5d37ad,Yoyo Tea,"Yoyo Tea, 151 Yorba Linda Blvd, Placentia, CA 92870",33.8882342,-117.86481,Cafe,4.7,18,Open ⋅ Closes 8PM,Sin resultados vinculados,"Delivery, Takeout, Dine-in",Café & Coffee,151 Yorba Linda Blvd,Placentia,Orange
880959,0x8085294f18b14383:0xdf7b87faad59bb57,Guads Tacos & Beer,"Guads Tacos & Beer, 231 3rd St, Davis, CA 95616",38.5439363,-121.7458605,Restaurant,5.0,24,Open ⋅ Closes 9:30PM,Sin resultados vinculados,"Takeout, Dine-in, Delivery",Dining Venue,231 3rd St,Davis,Yolo
882720,0x80dd31c372ad2155:0x99e1b6882fbcf6f8,The Crab Shack Express,"The Crab Shack Express, 325 The Promenade N, Long Beach, CA 90802",33.7709193,-118.1907234,Restaurant,4.4,18,Open ⋅ Closes 9PM,Sin resultados vinculados,"Outdoor seating, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,325 The Promenade N,Long Beach,Los Angeles
882932,0x80dd2e64649c57bb:0xaa63a70ec5ff2ada,Subway,"Subway, 10535 Los Alamitos Blvd, Los Alamitos, CA 90720",33.8099255,-118.0721067,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.7,38,Open ⋅ Closes 9PM,"0x80dd2eec2600026f:0x6b8b2447df1a1724, 0x80dd2e672e9dbd63:0xec978094d00070ba, 0x80dd2e5c18abf807:0x58baeb16b932d535, 0x80dd2e5c2434c8b7:0x1dc73646199dcb0e, 0x80dd2e5c2b2fc499:0xdbcced40865f35bb","Curbside pickup, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,10535 Los Alamitos Blvd,Los Alamitos,Orange
882971,0x808fa36be4bfd6dd:0xae825dba72758054,Tacos el Fogon,"Tacos el Fogon, 3387 Middlefield Rd, Menlo Park, CA 94025",37.4709584,-122.2021862,Mexican restaurant,4.3,97,Open ⋅ Closes 10PM,"0x808fa36bfe94d331:0x530cf3f752e40f6c, 0x808fa36bf7e86ec5:0x76d086d9529aa6b4, 0x808fa36c6592d8dd:0xf6654d62e1cf8b9c, 0x808fa37357e3ba71:0x37bfc802609a8e5a, 0x808fa36be55241ed:0xe843266a924b6395","Delivery, Takeout, Dine-in",Dining Venue,3387 Middlefield Rd,Menlo Park,San Mateo
884286,0x80c29bad747dbc9b:0x4b2b286c7639034c,Taqueria La Plebe and More,"Taqueria La Plebe and More, 8619 Reseda Blvd, Northridge, CA 91324",34.2270129,-118.5364555,Mexican restaurant,4.8,54,Closed ⋅ Opens 6PM,"0x80c29be67625e5b5:0x4a9f9040757a3e0f, 0x80c29a25d7941493:0xceb6b968f1598946, 0x80c29ba4ec4917bd:0x426fc20489586726, 0x80c29bbdc9e7ab4f:0x59fff2a57914a88f","Outdoor seating, Takeout, Delivery",Dining Venue,8619 Reseda Blvd,Northridge,Los Angeles
884351,0x80dcdf65ec616e97:0xb3c61ceedd6ce0e8,Paradise Dynasty,"Paradise Dynasty, 3333 Bristol St Suite A, Costa Mesa, CA 92626",33.6887875,-117.8877626,Chinese restaurant,3.9,17,Closed ⋅ Opens 11AM,Sin resultados vinculados,"Takeout, Dine-in",Dining Venue,3333 Bristol St Suite A,Costa Mesa,Orange
884352,0x80dcdf47cce2c21b:0x6b0d757d162f0c8b,Sushi Taka,"Sushi Taka, 2967 Michelson Dr G, Irvine, CA 92612",33.6726139,-117.8467495,Restaurant,3.4,38,Closed ⋅ Opens 11:30AM,"0x80dcdfd3192e1c03:0xfa90c09a120643dc, 0x80dcde9c4ea0e1c1:0x8bdf958aad87ee42, 0x80dcdbe3d43fe649:0x616e7a9f79b4aaa8, 0x80dcd9834a50cfa7:0xfc13b934a13eb095","No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,2967 Michelson Dr G,Irvine,Orange
886294,0x808581f865c58db9:0x9a1a5b8f12a32051,DIYA Indian and Nepali Cuisine,"DIYA Indian and Nepali Cuisine, 25 Mason St, San Francisco, CA 94102",37.783536,-122.4094065,"Indian restaurant, Caterer, Delivery service, Indian takeaway, Vegetarian restaurant",4.3,48,Closed ⋅ Opens 11AM Thu,Sin resultados vinculados,"Delivery, Takeout, Dine-in",Dining Venue,25 Mason St,San Francisco,San Francisco
886750,0x80c33141b3eeb51f:0x7a67adf4548889b,Pong’s Ramen & Burger,"Pong’s Ramen & Burger, 697 E Foothill Blvd, Claremont, CA 91711",34.1079429,-117.7034774,"Restaurant, Fast food restaurant, Hamburger restaurant, Ramen restaurant",4.5,28,Closed ⋅ Opens 12PM,"0x80c331cf2762d471:0x4d4c0d8df71a9afe, 0x80c32e4d1a89c3b3:0x2d14c2664b05658, 0x80c32e2ba5af56dd:0x7773b8384ba73e11","Outdoor seating, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,697 E Foothill Blvd,Claremont,Los Angeles
887135,0x80c2b4c991585c67:0xdeab4f60a5a22b87,Subway,"Subway, 5035 Torrance Blvd, Torrance, CA 90503",33.8380889,-118.3677548,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.9,16,Closed ⋅ Opens 8AM,"0x80c2b5577b4d71df:0x267b9f1cded39673, 0x80dd4b53b8efaed9:0x7422cc33c94c9570, 0x80c2b4ddfb4c9b99:0xf34be407737749e6, 0x80c2b4ce9fe0021b:0x1c98099dc43bee0, 0x80c2b4db9360db9f:0xe75b2942a2218216","Curbside pickup, Delivery, Takeout, Dine-in",Dining Venue,5035 Torrance Blvd,Torrance,Los Angeles
887753,0x80dcebc6f18fb6db:0x87e5eb51b549a13c,Everbowl,"Everbowl, 30461 Av. de Las Flores ste e, Rancho Santa Margarita, CA 92688",33.6427566,-117.5993087,"Health food restaurant, Juice shop, Restaurant",4.4,28,Closed ⋅ Opens 9AM Wed,"0x80dcebb0027e9f67:0xcc304f2cbd1db19a, 0x80dceb0ecd2021ef:0x7cc4885ca6ab409a, 0x80dce986565170c7:0x8a4d1e436eead430, 0x80dceba9a5573149:0x84e8ca2b60859373","Outdoor seating, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,30461 Av. de Las Flores ste e,Rancho Santa Margarita,Orange
887905,0x809ad92c992e19b5:0xb18cb8cb566b2447,Post Oak Barbecue,"Post Oak Barbecue, 3200 Fulton Ave, Sacramento, CA 95821",38.623811,-121.4011275,Restaurant,5.0,24,None,Sin resultados vinculados,"No-contact delivery, Delivery, Takeout",Dining Venue,3200 Fulton Ave,Sacramento,Sacramento
888020,0x80843a5c764bf1c5:0x4e04c25ac1b8f00e,Roasters Espresso Bar,"Roasters Espresso Bar, 1691 Gravenstein Hwy N, Sebastopol, CA 95472",38.4211385,-122.8455565,"Coffee shop, Store",4.4,44,Closed ⋅ Opens 6AM Wed,"0x808430a6dc151c47:0x3788ac352b6523eb, 0x808430a76e963797:0xbfeb0e7dde118515, 0x80843a0a6d79eb91:0xc0e92917442b9b84, 0x80843a0a402749ff:0xc390233f79a7a6e, 0x8084309d792b8f5b:0x1250a5eb2d788b12","Outdoor seating, Curbside pickup, Takeout, Delivery",Café & Coffee,1691 Gravenstein Hwy N,Sebastopol,Sonoma
888028,0x80db1bc6fd269d85:0x533bf6a2e31d951f,Peruvian Fuego,"Peruvian Fuego, 1751 N Sunrise Way Suite F1, Palm Springs, CA 92262",33.8460661,-116.5296892,Restaurant,4.9,48,Closed ⋅ Opens 11AM Wed,Sin resultados vinculados,"Outdoor seating, Takeout, Dine-in, Delivery",Dining Venue,1751 N Sunrise Way Suite F1,Palm Springs,Riverside
888061,0x80dcdf2f44ab7cc5:0x63dd7cd7ff88894,The Vitamin Shoppe,"The Vitamin Shoppe, 3929 S Bristol St Bldg C, Santa Ana, CA 92704",33.6947943,-117.8849352,"Vitamin & supplements store, Health food store, Natural goods store",4.3,34,Closed ⋅ Opens 9:30AM Wed,"0x80dcdf2ec0330ea3:0xfa9b80edbfa0248a, 0x80dcdf8f46172e19:0xfe02fe8a5e3b96b4, 0x80dcdf2f20295bb9:0x55d3552514731a00, 0x80dcdfc2da4210ed:0x6163d311e1465b6d, 0x80dcdf8bb121d285:0x412fa0010fd9b699","Curbside pickup, In-store pickup, In-store shopping",Health Foods,3929 S Bristol St Bldg C,Santa Ana,Orange
890181,0x80d95854d5ea8481:0x49c3ae7b2d9b5e82,Dream Fountain cafe / catering,"Dream Fountain cafe / catering, 1174 Broadway Suite 101, El Cajon, CA 92021",32.8080374,-116.9411918,Bakery,4.8,58,Open ⋅ Closes 6PM,"0x80d95853187fe0cd:0xba66bf06cea07293, 0x80d9579ad5229187:0x2f9d2c1570f33ab2, 0x80d9560f99e0d9bb:0x8422db45d105c433, 0x80dbfd577464cf2f:0xa393e4400730cae4, 0x80d959a65388c04d:0x1e75258aee969b2a","Delivery, In-store pickup, In-store shopping, Takeout",Bakery Shop,1174 Broadway Suite 101,El Cajon,San Diego
890347,0x808f79e893da189d:0x3d2d95ee96442282,Pasta Pomodoro,"Pasta Pomodoro, 811 Cherry Ave, San Bruno, CA 94066",37.6262028,-122.4249222,"Pizza restaurant, Italian restaurant",3.2,24,None,"0x808f7b8d3e537bc5:0x7addc5f5bd5fa719, 0x808f79a8ccc445c9:0x47b827ea0a60bca4, 0x808f77a471c9e671:0x71ee52c1d1bcbb77, 0x808f79b4a4437c79:0x34a4a589ad2c4da4",Delivery,Dining Venue,811 Cherry Ave,San Bruno,San Mateo
890357,0x808580629b74e85f:0xf88584dd9d690c97,Subway,"Subway, 30 2nd St, San Francisco, CA 94105",37.7888218,-122.4011214,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",2.9,26,Temporarily closed,"0x8085808f2df68b73:0x5c04370f4fbb648a, 0x80858062291cae5d:0x5d30d47f0ba277bd, 0x80858085930c47d9:0x38caa231154a4410, 0x80858061a210983f:0x481139383212a9d4","Curbside pickup, Delivery, Takeout, Dine-in",Dining Venue,30 2nd St,San Francisco,San Francisco
891023,0x809cd5157d9a3a37:0xde937c38b2bd42fd,Rico's Taqueria,"Rico's Taqueria, 6505 Skyway, Paradise, CA 95969",39.7596226,-121.6243545,Mexican restaurant,4.5,88,Open ⋅ Closes 7PM,Sin resultados vinculados,"Takeout, Dine-in, Delivery",Dining Venue,6505 Skyway,Paradise,Butte
891457,0x80dcd66a46570d1b:0x9f6c3fe579ef88d1,Carrusel Bakery Co.,"Carrusel Bakery Co., 1509 La Palma Ave, Anaheim, CA 92805",33.8477078,-117.8972999,Bakery,3.9,58,Open ⋅ Closes 9PM,"0x80dd29f3cb101eb7:0xb4c8311b7172428f, 0x80dd2830ac1b8589:0x3d0beacbd0d9fa3a, 0x80dcd5ef90b5709d:0xfbeae52166025b84, 0x80dd295b644ce0ab:0x9149919fa4910496, 0x80dd2979bc9519b7:0xa3ee15a0f5313b68","In-store shopping, Takeout, Dine-in, Delivery",Bakery Shop,1509 La Palma Ave,Anaheim,Orange
892858,0x80c294150ae60127:0xd44df970e7637ce6,TACOS MARY,"TACOS MARY, 8298 Case Ave, Sun Valley, CA 91352",34.221328,-118.3725743,Mexican restaurant,4.6,24,Closed ⋅ Opens 5PM Thu,"0x80c2946bb303ef69:0xcb9fc8b84388eeb9, 0x80c29440709d932f:0x83f644c6b9a35560, 0x80c2946c668de127:0x9f1660b2d26cdf64, 0x80c2943f5266b52d:0xa22dd33c6d00d435","Outdoor seating, Takeout, Dine-in, Delivery",Dining Venue,8298 Case Ave,Sun Valley,Los Angeles
892892,0x80deaa42bc4c58d5:0x6f9564cb47931058,The Dock House Deli,"The Dock House Deli, 1840 Quivira Way, San Diego, CA 92109",32.7597945,-117.2344585,Cafe,4.3,18,Open ⋅ Closes 3PM,"0x80deaa9b7dfd1da7:0xb2de927d3289a40a, 0x80deaa38d25ad045:0x66fc3d63bece8608","Takeout, Dine-in, Delivery",Café & Coffee,1840 Quivira Way,San Diego,San Diego
895283,0x80c295e30712f88d:0xca6be149f990777c,Original Tommy's World Famous Hamburgers,"Original Tommy's World Famous Hamburgers, 1310 N San Fernando Blvd, Burbank, CA 91504",34.1897042,-118.3204457,"Hamburger restaurant, American restaurant",4.6,25,Open ⋅ Closes 11PM,Sin resultados vinculados,"Delivery, Takeout, Dine-in",Dining Venue,1310 N San Fernando Blvd,Burbank,Los Angeles
895385,0x80c2ca9b2eb4fd9f:0x7e3f52a5eaf07a4,Tia's Laura Mexican Food,"Tia's Laura Mexican Food, 858 W Gardena Blvd, Gardena, CA 90247",33.8814448,-118.2910408,Mexican restaurant,4.4,18,Open ⋅ Closes 8PM,"0x80c2ca9b2f2e91af:0xe2eec9062378a6c4, 0x80c2ca84abeb5e33:0x55df2911be94fc72, 0x80c2b562abbea685:0xa82e4a6024791394, 0x80c2b561ef9d0003:0x89d0db9eab5a975e, 0x80c2b57a269a7863:0xdd9b840208a0267a","Delivery, Takeout, Dine-in",Dining Venue,858 W Gardena Blvd,Gardena,Los Angeles
896455,0x80ec1587f4ad3779:0x686343616e6a5908,The Shift Restaurant,"The Shift Restaurant, 205 E Clark Ave, Orcutt, CA 93455",34.8653413,-120.4457098,Restaurant,4.7,28,Closed ⋅ Opens 11AM,Sin resultados vinculados,"Curbside pickup, No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,205 E Clark Ave,Orcutt,Santa Barbara
897538,0x808fb7c7679535a5:0xe791beebdbc1969d,Dr. Burrito,"Dr. Burrito, 266 E Java Dr, Sunnyvale, CA 94089",37.410322,-122.0147743,"Mexican restaurant, Asian fusion restaurant",3.4,28,Closed ⋅ Opens 10:30AM,"0x808fb66158baef0b:0xccdccc7798b07ea5, 0x808fb63b215bccfb:0x4651d34e5a3da17c, 0x808fb65c54d886d3:0xaf21d60404d6015f, 0x808fb7c8b890d9ed:0x2a42fc0756f909fd, 0x808fb73bc934af27:0xbea79f367deabd52","Takeout, Dine-in, Delivery",Dining Venue,266 E Java Dr,Sunnyvale,Santa Clara
897758,0x809143f4f3b4fc9d:0xc9435dc63c6dcee6,Mariscos Archibaldo,"Mariscos Archibaldo, 1145 Martin Luther King Jr Way, Merced, CA 95341",37.295037,-120.4839256,Mexican restaurant,3.9,38,Closed ⋅ Opens 10:30AM,Sin resultados vinculados,"No-contact delivery, Delivery, Takeout, Dine-in",Dining Venue,1145 Martin Luther King Jr Way,Merced,Merced
899401,0x80dd32979ca2e58b:0xda694a57301cc7c9,Pizza Hut Express,"Pizza Hut Express, 17900 Bellflower Blvd, Bellflower, CA 90706",33.869484,-118.124786,Pizza restaurant,4.2,18,None,"0x80c2b6622827045d:0x32633eef2630cc3c, 0x80c2b796a2b6d75f:0xed2dafd5f7739e2c, 0x80dd3314e95ea9a5:0xe5194666415c10ff, 0x80dd280b00bc7ca5:0xc0a4b66e4e4f981d",Delivery,Dining Venue,17900 Bellflower Blvd,Bellflower,Los Angeles
899966,0x808430b739f01817:0x4906d0957d89b25f,Café de Croissant,"Café de Croissant, 796 Gravenstein Hwy S, Sebastopol, CA 95472",38.3943671,-122.8191253,Cafe,4.2,38,Closed ⋅ Opens 6AM,"0x808430a621314167:0x2667b4c4118c82df, 0x8084309d792b8f5b:0x1250a5eb2d788b12, 0x808430a684982de9:0x406f8c1e69d4d121, 0x808430a76e963797:0xbfeb0e7dde118515, 0x80844a12b3a0b357:0xf15c4f09aa1eab5d","Outdoor seating, Delivery, Takeout, Dine-in",Café & Coffee,796 Gravenstein Hwy S,Sebastopol,Sonoma
899998,0x80eaf078b45b6be5:0xa0733440182582b9,San Pablo Bakery,"San Pablo Bakery, 308 W Perkins Ave, McFarland, CA 93250",35.6820173,-119.2309575,Bakery,4.5,18,Open ⋅ Closes 8:30PM,"0x80eae592c8950c85:0x5981ebb468ee39ec, 0x80eae5903a6f846b:0xe949779dd5cefe80, 0x80eaf07fca144113:0x3028a0357dac1abe","In-store shopping, Takeout, Delivery, Dine-in",Bakery Shop,308 W Perkins Ave,McFarland,Kern
902132,0x80c288888fc9157d:0xdb3c41d19b76f1bc,Rosarito Grill,"Rosarito Grill, 19415 Soledad Canyon Rd, Canyon Country, CA 91351",34.4164015,-118.4751845,"Mexican restaurant, Catering, Food service, Latin American restaurant, Peruvian restaurant, Restaurant",4.1,74,Closed ⋅ Opens 11AM,"0x80c288887d79f381:0xfdce1f413c9aedc0, 0x80c2888c92025a3b:0xe747041e3a98f0bf, 0x80c2889465e8d849:0x5371f4fd8c39625a, 0x80c2887f2ffbfa8d:0xd6e769a0993b3174, 0x80c288ecc6b3b2bd:0x9b2b5348be1ca6c7","Takeout, Dine-in",Dining Venue,19415 Soledad Canyon Rd,Canyon Country,Los Angeles
902563,0x808f817c5fe9eb6b:0x6682a3bee384dada,Halalicious,"Halalicious, 1606 Webster St, Alameda, CA 94501",37.7755033,-122.2764876,"Restaurant, Falafel restaurant, Halal restaurant, Delivery Restaurant, Takeout Restaurant",4.8,48,Temporarily closed,Sin resultados vinculados,"Delivery, Takeout, Dine-in",Dining Venue,1606 Webster St,Alameda,Alameda
902636,0x8083270b1ad6b2a5:0xed2d0d9fdfd25560,Bulldog Taqueria,"Bulldog Taqueria, 995 Nord Ave, Chico, CA 95926",39.730581,-121.859609,Restaurant,3.4,38,None,"0x8082d8e7ee4908c9:0x78eab20b14a1de7b, 0x808327c5537b5909:0xe0c34c5c26708d89, 0x80832633a1f2642f:0x775c869098d2f303",Delivery,Dining Venue,995 Nord Ave,Chico,Butte
